Matrix dimensions: m = n = k, GFLOPS
40,1.422222e+01
80,1.383784e+01
120,1.529204e+01
160,1.590680e+01
200,1.909308e+01
240,2.311706e+01
280,2.524669e+01
320,2.371915e+01
360,2.502333e+01
400,2.555911e+01
440,2.469101e+01
480,2.543222e+01
520,2.505711e+01
560,2.524488e+01
600,2.412060e+01
640,2.412516e+01
680,2.551172e+01
720,2.546377e+01
760,2.517930e+01
800,2.517207e+01
