Matrix dimensions: m = n = k, GFLOPS
40,5.818182e+00
80,6.023529e+00
120,5.300613e+00
160,5.439575e+00
200,6.223259e+00
240,7.027961e+00
280,7.216305e+00
320,7.091106e+00
360,6.750488e+00
400,6.785052e+00
440,6.679003e+00
480,6.703155e+00
520,6.658364e+00
560,6.628269e+00
600,6.661527e+00
640,6.611033e+00
680,6.564068e+00
720,6.517225e+00
760,6.538852e+00
800,6.206474e+00
