Matrix dimensions: m = n = k, GFLOPS
40,6.095238e+00
80,5.094527e+00
120,4.965517e+00
160,5.347258e+00
200,6.090598e+00
240,7.001266e+00
280,7.163322e+00
320,7.018957e+00
360,6.742684e+00
400,6.786491e+00
440,5.748102e+00
480,6.697269e+00
520,6.582309e+00
560,6.590831e+00
600,6.646256e+00
640,6.590341e+00
680,6.502642e+00
720,6.507907e+00
760,6.494689e+00
800,6.322588e+00
